id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
2605975,Cozy modern home in Greenlake,4746283,Nadine,Other neighborhoods,,47.68940563,-122.3481265,Private room,50.00,1,52,2015-12-17,2.73,1,345,52,
4825472,Room in Vintage Whittier Heights,19992117,Nora,Other neighborhoods,Ballard,47.68526916,-122.3655035,Private room,35.00,2,15,2015-12-02,2.15,1,357,15,
5500398,Cozy Room w Private Bathroom+Garden,28529868,Xinwei,Other neighborhoods,Greenwood,47.69971929,-122.3450886,Private room,66.00,2,24,2015-09-01,2.59,1,308,24,
587584,The Bridge to Phinney Ridge,2796016,Aexis,Other neighborhoods,Greenwood,47.68778214,-122.3485961,Entire home/apt,99.00,2,11,2015-12-20,0.26,2,174,11,
1220816,TOP Neighborhood~Super clean COZY,6659833,Lori,Other neighborhoods,Greenwood,47.68554621,-122.363262,Entire home/apt,89.00,1,56,2015-05-25,1.91,1,275,56,
354453,Greenwood 1926 Craftsman,62386,Lisa,Other neighborhoods,Greenwood,47.69985569,-122.3481167,Entire home/apt,150.00,2,0,,,4,365,0,
9576550,Lovely apt in Seattle,5388825,Jordan,Other neighborhoods,Greenwood,47.6938602,-122.3504937,Entire home/apt,90.00,1,0,,,1,18,0,
3793790,The Blossom Room with Queen Bed,17795956,Cris,Beacon Hill,Holly Park,47.54175591,-122.2892891,Private room,45.00,1,39,2015-12-24,2.3,2,348,39,
9013210,Cozy room in a beautiful home,12033608,Richard,Beacon Hill,Holly Park,47.54290734,-122.2966832,Private room,60.00,1,3,2015-11-23,1.25,1,359,3,
9863457,comfy room&convenient location（中英）,50557855,Hua,Beacon Hill,Holly Park,47.53668112,-122.2861159,Private room,50.00,1,0,,,2,365,0,
23356,3bd 2bt great bargain  sleep 6-10,91286,Tonyhai,Beacon Hill,Holly Park,47.5342764,-122.2816062,Entire home/apt,215.00,3,6,2015-06-21,0.1,1,327,6,
6425537,Modern Studio Apartment,33529240,Kylie,Beacon Hill,,47.53699589,-122.2813079,Entire home/apt,138.00,1,11,2015-08-05,1.56,1,364,11,
7921453,Luxury RV for rent - Mercedes RV,29543681,Luxe,Beacon Hill,,47.53903549,-122.2942433,Entire home/apt,375.00,1,0,,,1,365,0,
8634897,3 level brace point view home,45096683,Terri,West Seattle,Fauntleroy,47.51501214,-122.3955506,Entire home/apt,270.00,2,6,2015-12-13,2.09,1,289,6,
3604931,"Modern Luxury, Puget Sound Views",18165306,Amy,West Seattle,Fauntleroy,47.52039401,-122.3892853,Entire home/apt,495.00,3,2,2015-10-12,0.24,1,298,2,
6937492,Cozy Home with Amazing View,36373396,Greg,West Seattle,Fauntleroy,47.51862409,-122.3863704,Entire home/apt,165.00,2,14,2015-12-30,2.46,1,361,14,
1048798,West Seattle Home w/Dazzling View,5774906,Carter,West Seattle,Fauntleroy,47.52678914,-122.3834618,Entire home/apt,129.00,2,106,2015-12-21,3.23,1,356,106,
613020,Fabulous view and Great location,3040367,Mardee,West Seattle,Fauntleroy,47.51855219,-122.3911882,Private room,75.00,2,105,2015-08-15,2.51,1,29,105,
9109293,Fauntleroy View Suite,47477765,Shirley,West Seattle,Fauntleroy,47.51468032,-122.3939678,Private room,80.00,2,0,,,1,179,0,
6215943,Beachy Fauntleroy View Craftsman,31108433,Colleen,West Seattle,Fauntleroy,47.51839077,-122.3884894,Entire home/apt,177.00,2,7,2015-11-02,0.99,1,352,7,
4069543,West Seattle - Private Family Suite,6584748,Sean,West Seattle,Fauntleroy,47.53212816,-122.3907846,Private room,85.00,1,67,2015-11-18,4.17,2,338,67,
3986788,Spacious Private Suite,13976883,Pauline,West Seattle,Fauntleroy,47.52547573,-122.3885478,Entire home/apt,87.00,3,6,2015-12-13,1.06,1,76,6,
3968416,Enjoy West Seattle with Lovely View,20495686,Martin & Carolyn,West Seattle,Fauntleroy,47.52480879,-122.387224,Private room,78.00,1,31,2015-08-17,1.89,1,51,31,
1806899,Adorable Convenient Room!,9469827,Bri,Beacon Hill,North Beacon Hill,47.58468275,-122.311572,Private room,60.00,2,70,2015-12-22,3.39,2,306,70,
6168769,Private entry one bedroom retreat,1747753,Annette,Beacon Hill,North Beacon Hill,47.57982486,-122.3068798,Private room,80.00,1,4,2015-11-14,1.12,1,324,4,
8187592,Modern townhouse- Beacon Hill,27329128,Jorge,Beacon Hill,North Beacon Hill,47.58594177,-122.3140461,Entire home/apt,180.00,1,2,2015-10-04,0.6,2,365,2,
1925661,Cozy 1BD w/bath; parking included,9975709,Beatriz,Beacon Hill,North Beacon Hill,47.5777947,-122.3025813,Private room,39.00,2,23,2015-11-29,1.18,1,323,23,
4760968,Mtn Views 3 blocks from light rail,7740890,Daniel,Beacon Hill,North Beacon Hill,47.57878466,-122.3079559,Private room,60.00,1,64,2015-11-25,4.91,1,335,64,
3953365,N Beacon Hill Guestroom w/ Parking,18422078,Carol,Beacon Hill,,47.57747235,-122.3030804,Private room,42.00,1,57,2015-12-31,3.44,3,89,57,
4909327,Ultra-Modern Hypoallergenic Retreat,20338967,Michael,Beacon Hill,North Beacon Hill,47.58623232,-122.3148062,Private room,126.00,2,14,2015-09-18,2.05,1,365,14,
7828509,"Charming Private Room, Light Rail",14099568,Matthew,Beacon Hill,,47.57902013,-122.3157432,Private room,60.00,1,1,2015-10-11,0.35,1,365,1,
4903296,1 Bed/1 Full Bath,25243138,Mat,Beacon Hill,North Beacon Hill,47.58826621,-122.3084862,Private room,99.00,7,0,,,1,179,0,
1323634,Queen Bd w/Private Bath Near Dwntwn,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.57566772,-122.3033169,Private room,89.00,1,1,2014-01-14,0.04,11,365,1,
571640,Sleeps 3 Comfy Near Downtown SEA,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.57618629,-122.3038672,Private room,79.00,1,7,2015-06-28,0.17,11,365,7,
613151,2BdRm 1Bath Shared Near Dwntwn SEA,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.57608515,-122.3040271,Private room,169.00,1,4,2013-12-04,0.1,11,365,4,
278192,1 BdRm BunkBed for 3 Near Downtown,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.57741482,-122.3022996,Private room,79.00,1,14,2014-07-22,0.3,11,365,14,
571651,Queen Size Bed Near Downtown SEA,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.57778726,-122.3027908,Private room,69.00,1,4,2014-03-01,0.16,11,365,4,
7883181,Quiet Sunlight and Sleeping Cacti,14343317,Lacy,Beacon Hill,North Beacon Hill,47.58145636,-122.315379,Private room,60.00,1,4,2015-10-16,0.96,1,178,4,
7718139,Abba's Urban Seattle Tent #Glamping,301107,Perry,Beacon Hill,North Beacon Hill,47.57738783,-122.3043614,Entire home/apt,65.00,1,4,2015-08-23,0.79,4,365,4,
6572501,Puget sound/Seattle view townhouse,9843873,Leo,Beacon Hill,North Beacon Hill,47.57805989,-122.3140097,Entire home/apt,260.00,1,0,,,1,365,0,
4668327,Adorable House - Very Convenient,9469827,Bri,Beacon Hill,North Beacon Hill,47.57841259,-122.315794,Entire home/apt,100.00,2,18,2015-10-25,2.41,2,121,18,
7636185,Cozy private cottage by light rail,2777369,Angela & Herman,Beacon Hill,North Beacon Hill,47.57287616,-122.3098772,Entire home/apt,90.00,1,24,2015-12-28,5.9,1,330,24,
6421243,Petite 1 Bdrm Apt in N. Beacon Hill,8284327,Anna,Beacon Hill,North Beacon Hill,47.57274894,-122.3074325,Entire home/apt,59.00,2,14,2015-12-01,2.03,3,365,14,
5580773,Bright 2B Apartment on Beacon Hill,4183116,Nilda,Beacon Hill,,47.58016983,-122.3117279,Entire home/apt,70.00,2,8,2015-11-29,1.07,2,27,8,
8737284,Cozy apt. w/ spacious balcony,27628925,Emmett,Beacon Hill,North Beacon Hill,47.58777721,-122.3169201,Entire home/apt,65.00,2,3,2015-10-27,1.18,2,220,3,
958475,Central Private Two Bedroom Home,5214978,Bruce & Shannon,Beacon Hill,North Beacon Hill,47.58558082,-122.3119558,Entire home/apt,85.00,3,99,2015-12-28,3.11,1,91,99,
8605841,Huge 1br with Park Views,34321359,Colin,Beacon Hill,,47.57181224,-122.3081814,Entire home/apt,74.00,2,2,2015-12-08,1.05,2,284,2,
7500728,Adorable garden cottage,39289896,Briar,Beacon Hill,North Beacon Hill,47.57543906,-122.3075714,Entire home/apt,99.00,2,14,2015-10-31,2.71,1,365,14,
606297,5 Bed 3Bath House Near Downtown SEA,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.57756078,-122.3042807,Entire home/apt,399.00,1,81,2015-12-25,1.95,11,363,81,
9094366,"Christmas in the city, no car req'd",30653236,Allison,Beacon Hill,,47.58004409,-122.3070935,Entire home/apt,300.00,7,0,,,1,45,0,
7096107,Ole's Urban Seattle Tent #Glamping,301107,Perry,Beacon Hill,North Beacon Hill,47.57896005,-122.3043212,Entire home/apt,65.00,1,10,2015-08-23,1.62,4,161,10,
9496612,Cozy and Charming Apartment,49220862,Timothy,Beacon Hill,North Beacon Hill,47.56529214,-122.3120663,Entire home/apt,79.00,3,0,,,1,22,0,
8785768,Modern Townhouse Near Downtown,1254153,Johnny,Beacon Hill,North Beacon Hill,47.58838392,-122.3161854,Private room,75.00,1,0,,,1,331,0,
143580,N. Beacon Hill- Super Private Room,594315,Jana,Beacon Hill,North Beacon Hill,47.5837867,-122.3167697,Private room,75.00,2,238,2015-10-06,4.31,1,356,238,
611500,3Bed 2Bath w/ Deck Near Dwntwn SEA,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.5772707,-122.3018571,Entire home/apt,219.00,1,29,2015-09-20,0.7,11,365,29,
264829,2bed Rm Inner City Suite Near Dwtn,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.57529097,-122.3020487,Entire home/apt,165.00,1,41,2015-03-19,0.83,11,365,41,
1856851,Private bathroom & entrance,9059113,Nikki & William,Beacon Hill,,47.58946165,-122.3109939,Private room,87.00,1,45,2015-11-23,1.79,2,189,45,
1317919,2Rms 2Queen Beds 2Bath Near Dwntwn,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.57764573,-122.3024522,Entire home/apt,169.00,1,0,,,11,365,0,
392140,Fantastic View! Close to Light Rail,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58513027,-122.3152614,Private room,75.00,2,137,2015-12-07,3.07,1,365,137,
3139972,Red Bed in a Green Room,3404649,Mia,Beacon Hill,North Beacon Hill,47.57186256,-122.3066668,Shared room,30.00,1,81,2015-12-22,4.22,2,353,81,
10020221,Bright Suite in Cute and Close Area,8312164,Austin,Beacon Hill,North Beacon Hill,47.57706218,-122.3088876,Private room,55.00,1,1,2016-01-02,1,1,335,1,
8759443,Comfy futon and couch w/ balcony,27628925,Emmett,Beacon Hill,North Beacon Hill,47.58852066,-122.3182188,Shared room,45.00,1,2,2015-11-16,0.72,2,9,2,
6317449,Cozy Private Room on N. Beacon Hill,4183116,Nilda,Beacon Hill,North Beacon Hill,47.57958271,-122.3098325,Private room,50.00,2,2,2015-08-04,0.28,2,79,2,
6416765,Modern Townhome + Great Location,5779421,Kevin,Beacon Hill,North Beacon Hill,47.5846707,-122.3146451,Entire home/apt,149.00,2,21,2015-12-01,3.44,1,352,21,
5056580,Soaring Crane Luxury Garden Retreat,193689,Eric,Beacon Hill,North Beacon Hill,47.58430064,-122.3117625,Entire home/apt,99.00,31,100,2015-12-31,10.95,1,353,100,
6793490,PRIVATE LITTLE BEACONHILL HOUSE,5507055,Lori & Rob,Beacon Hill,North Beacon Hill,47.58419133,-122.3116522,Entire home/apt,69.00,2,26,2015-11-28,4.53,2,361,26,
2069917,1 Bdrm N. Beacon Hill Apt-East Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57272109,-122.3073474,Entire home/apt,69.00,2,18,2015-12-10,1.64,3,357,18,
3258585,North Beacon Hill house,11962516,Andrew,Beacon Hill,,47.59043531,-122.30871,Private room,80.00,1,59,2015-10-24,3.12,1,155,59,
815017,Small Room with a Big Eastern View,3404649,Mia,Beacon Hill,North Beacon Hill,47.57181252,-122.3053812,Shared room,55.00,1,136,2015-11-16,3.62,2,355,136,
6610942,Large suite with separate entrance!,6327925,Marco,Beacon Hill,North Beacon Hill,47.57620417,-122.3067284,Private room,75.00,3,14,2015-12-22,2.64,1,275,14,
5365612,Bedroom in Modern townhouse,27329128,Jorge,Beacon Hill,North Beacon Hill,47.58345053,-122.3164731,Private room,50.00,1,5,2015-08-30,0.53,2,296,5,
1556170,1 Bdrm N. Beacon Hill Apt-West Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57169368,-122.3095081,Entire home/apt,69.00,2,68,2015-10-28,2.51,3,347,68,
2486612,"Quiet Second Floor ""Zen"" Apartment",6433045,Genjo,Beacon Hill,North Beacon Hill,47.57314264,-122.3105479,Entire home/apt,112.00,1,65,2015-12-30,2.91,1,259,65,
7748778,Thor's Scamper Urban City Camper,301107,Perry,Beacon Hill,,47.57743316,-122.305475,Entire home/apt,150.00,1,0,,,4,365,0,
6872650,La Guarida!..sanctuary/peace/fun,16838013,Erik,Beacon Hill,North Beacon Hill,47.57418492,-122.2993851,Private room,65.00,1,35,2015-12-29,6.73,2,246,35,
7634011,Near Downtown and private home feel,36654052,Jeremy,Beacon Hill,North Beacon Hill,47.5883227,-122.3111922,Entire home/apt,104.00,1,24,2015-12-29,4.8,1,365,24,
1898511,Cozy room in North Beacon Hill,9059113,Nikki & William,Beacon Hill,,47.58875312,-122.3110762,Private room,60.00,1,34,2014-10-13,1.32,2,80,34,
8067053,Beacon Hill Private Room,42608911,Jared,Beacon Hill,North Beacon Hill,47.57248932,-122.3111654,Private room,60.00,1,3,2015-09-15,0.75,1,365,3,
1872885,Cozy Town Home with Room to Share,9759010,Amanda,Beacon Hill,,47.59214118,-122.319354,Private room,105.00,7,5,2015-12-13,0.38,1,233,5,
6561379,Beacon Hill 2br with Park Views,34321359,Colin,Beacon Hill,,47.57176769,-122.3083184,Entire home/apt,144.00,2,15,2015-12-27,2.26,2,78,15,
265901,Great 1 Queen Bed Near Downtown SEA,862329,Prez & Cherie,Beacon Hill,North Beacon Hill,47.57625195,-122.3036759,Private room,69.00,1,15,2014-06-19,0.31,11,365,15,
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti,Beacon Hill,North Beacon Hill,47.57576948,-122.3163621,Entire home/apt,108.00,3,80,2015-12-01,1.84,1,175,80,
202174,"Modern Retreat, High End Amenities",58235,Apryl,Beacon Hill,International District,47.59566143,-122.318016,Entire home/apt,159.00,2,14,2015-10-02,0.33,2,275,14,
7853358,Cozy N. Beacon Hill 2 Bdrm Home,24905439,Xiu,Beacon Hill,North Beacon Hill,47.58009265,-122.3048564,Entire home/apt,85.00,2,11,2015-12-08,2.92,1,96,11,
2197168,Delightful Cottage near Light Rail,11206862,Tammi,Beacon Hill,North Beacon Hill,47.58002068,-122.3068639,Entire home/apt,135.00,2,79,2016-01-01,3.35,1,264,79,
4075152,The Ranch: Bed + Breakfast,3319535,Jess,Beacon Hill,North Beacon Hill,47.57975166,-122.3093852,Private room,89.00,2,0,,,1,6,0,
5593399,Parkside Condo,26135596,Michael,Beacon Hill,North Beacon Hill,47.59188627,-122.3182226,Entire home/apt,120.00,1,7,2015-09-22,0.76,1,257,7,
366301,Paint by Number Paradise,1849458,Dawn Marie,Beacon Hill,North Beacon Hill,47.57130286,-122.3096738,Entire home/apt,70.00,2,9,2015-10-08,1.42,1,86,9,
6644628,Convenient N. Beacon Hill Townhome,3686989,Alyson,Beacon Hill,North Beacon Hill,47.58313183,-122.31471,Private room,150.00,2,9,2015-08-24,1.32,1,365,9,
3593582,2 BR 2.25 Bath Townhome,18104211,Tony,Beacon Hill,North Beacon Hill,47.58880186,-122.3152557,Entire home/apt,120.00,2,1,2015-06-20,0.15,1,0,1,
6716620,Sven's Urban Seattle Tent #Glamping,301107,Perry,Beacon Hill,North Beacon Hill,47.57743066,-122.3056945,Entire home/apt,65.00,1,14,2015-08-23,2.03,4,185,14,
6796066,Make a home amongst the succulents,1466280,Ane,Beacon Hill,North Beacon Hill,47.58360071,-122.3139827,Private room,60.00,1,10,2015-11-05,1.66,1,181,10,
3977450,N Beacon Hill Zen Room w/ Parking,18422078,Carol,Beacon Hill,North Beacon Hill,47.57582992,-122.3034845,Private room,36.00,1,67,2015-12-31,4.46,3,82,67,
793629,Cheery Seattle House with View,4181120,Candace,Beacon Hill,North Beacon Hill,47.57906732,-122.3153881,Entire home/apt,95.00,1,109,2015-11-25,2.95,1,163,109,
9110410,Garden Apt across from Park,12420261,Kc,Rainier Valley,Mount Baker,47.59001087,-122.2946839,Entire home/apt,88.00,3,0,,,1,277,0,
5705161,Best Seattle Views! Private Suite!,29481973,Chris,Beacon Hill,North Beacon Hill,47.59177919,-122.3184622,Private room,75.00,1,93,2015-12-14,9.72,1,41,93,
8596938,"Quiet apt, near Stadium District",45242470,Ryan And Sara,Beacon Hill,North Beacon Hill,47.59155236,-122.3129963,Entire home/apt,130.00,1,0,,,1,72,0,
5364119,Peaceful Basement Bungalow,4448620,Moon,Beacon Hill,North Beacon Hill,47.57281998,-122.3074618,Private room,63.00,2,23,2015-10-10,2.28,1,303,23,
6211882,Queen bed with private bathroom,29952162,Jeff,Beacon Hill,North Beacon Hill,47.58646053,-122.3150498,Private room,60.00,1,13,2015-11-21,1.67,2,195,13,
4374326,N Beacon Hill Rec Room w/ Parking,18422078,Carol,Beacon Hill,North Beacon Hill,47.57660541,-122.3019341,Private room,37.00,1,46,2015-12-31,3.14,3,352,46,
7887651,Private suite with a view rooftop,29952162,Jeff,Beacon Hill,North Beacon Hill,47.58786144,-122.3139753,Private room,85.00,1,3,2015-12-10,0.75,2,175,3,
9013441,Apartment w/full kitchen and bath,47064683,Brook And Cat,Beacon Hill,North Beacon Hill,47.58123045,-122.3104518,Entire home/apt,85.00,2,3,2015-12-21,3,1,209,3,
7362757,Via Calvi Due,8637044,Elena,Rainier Valley,,47.54553223,-122.272228,Entire home/apt,84.00,1,52,2015-12-30,9.63,1,152,52,
9609152,2BR Contemporary Columbia City Home,31148752,Bo,Rainier Valley,Columbia City,47.54396632,-122.2716892,Entire home/apt,275.00,2,0,,,8,364,0,
4639040,Great Value!! The Bunny Room!!,73359,Mary,Rainier Valley,Seward Park,47.54538739,-122.2730233,Private room,39.00,3,12,2015-11-29,1.02,2,364,12,
2586350,Seattle Home Close to Light Rail,2536735,Akiko And Matt,Rainier Valley,Brighton,47.53898625,-122.2779913,Entire home/apt,105.00,2,68,2015-11-29,3.57,2,362,68,
6482409,Seattle Tiny House Near Light Rail,2536735,Akiko And Matt,Rainier Valley,Brighton,47.54048514,-122.2752942,Entire home/apt,105.00,2,39,2015-12-01,5.52,2,365,39,
8089214,Right off the Light Link Rail,15576272,Jennifer,Rainier Valley,Brighton,47.53540734,-122.2798306,Shared room,40.00,1,0,,,1,365,0,
8409975,The Carousel Room w/Breakfast,26967583,Dario,Rainier Valley,Seward Park,47.54515616,-122.2699404,Private room,34.00,1,11,2015-12-16,3.59,21,34,11,
8409926,The Family Room w/ Private Bathroom,26967583,Dario,Rainier Valley,Seward Park,47.5455204,-122.2698859,Private room,35.00,1,15,2015-12-08,4.21,21,71,15,
6107518,Lightrail to airport/downtown,30129923,Stacie,Rainier Valley,Brighton,47.54438844,-122.2831237,Private room,65.00,1,31,2015-12-14,3.99,1,166,31,
9797000,"Lightrail, ethnic eateries, parks!",50487726,Abigail & Justin,Rainier Valley,Brighton,47.53649713,-122.2746604,Entire home/apt,75.00,1,2,2016-01-01,2,1,89,2,
5242148,Modern Rustic Home,27129222,Raijina,Rainier Valley,,47.53678301,-122.2682946,Entire home/apt,199.00,2,36,2016-01-01,3.74,1,351,36,
3372535,Amazing  Value! The Serene Room!!,73359,Mary,Rainier Valley,Seward Park,47.54561306,-122.2725734,Private room,45.00,3,25,2015-12-24,1.39,2,290,25,
995443,Columbia City Studio Apartment,5468524,Tom,Rainier Valley,Columbia City,47.54517279,-122.2701356,Entire home/apt,85.00,2,17,2015-11-01,0.54,1,278,17,
3279728,Stylish West Seattle 3BD,16577139,Richard,Delridge,South Delridge,47.51750416,-122.3646836,Entire home/apt,150.00,3,9,2015-09-06,0.52,2,331,9,
8446766,Beautiful West Seattle Getaway,28830264,Tad,Delridge,,47.5197693,-122.3597623,Private room,41.00,1,3,2015-11-16,0.88,2,364,3,
9733841,"Private, Cozy, Convenient W Seattle",50224557,Rebecca,Delridge,,47.52664748,-122.3611379,Private room,45.00,1,0,,,1,324,0,
5852034,Maiden Mansion - Tiny House,5934694,Hannah,Delridge,South Delridge,47.52553001,-122.3577343,Entire home/apt,99.00,2,54,2015-12-23,7.01,1,217,54,
1851837,Awesome cozy One Bedroom Apartment,9671018,Georg,Delridge,South Delridge,47.52793652,-122.3636744,Entire home/apt,95.00,1,9,2015-05-19,0.37,1,156,9,
7324041,Stylish studio in West Seattle,4716190,Timothy,Delridge,South Delridge,47.51944886,-122.3624994,Entire home/apt,79.00,1,24,2015-12-30,4.21,1,171,24,
4105081,Private Bedroom in W. Seattle Home,16577139,Richard,Delridge,South Delridge,47.51769742,-122.3652994,Private room,70.00,2,2,2015-06-27,0.14,2,365,2,
8474605,"Cute, Clean West Seattle Bungalo",28830264,Tad,Delridge,,47.51913837,-122.3593716,Private room,50.00,1,0,,,2,365,0,
5682,"Cozy Studio, min. to downtown -WiFi",8993,Maddy,Delridge,South Delridge,47.5239795,-122.3598906,Entire home/apt,48.00,3,297,2015-12-14,4.21,1,309,297,
2737012,"Cozy, Garden Studio in West Seattle",14004230,Corey & Bethanie,Delridge,Highland Park,47.53078495,-122.355458,Entire home/apt,65.00,2,106,2015-12-08,5.52,1,91,106,
8743202,Urban Retreat in West Seattle,5435488,Valerie,Delridge,High Point,47.53314855,-122.365506,Private room,55.00,1,4,2015-12-09,1.6,1,85,4,
1003890,PRIVATE 3 BEDROOM HOME,5507055,Lori & Rob,Delridge,South Delridge,47.52987253,-122.3598233,Entire home/apt,99.00,2,72,2015-11-29,2.2,2,355,72,
8446120,Inverness1,44468692,Maneesh,Other neighborhoods,View Ridge,47.69076471,-122.2746939,Private room,150.00,1,0,,,1,365,0,
8153673,NE of UW mother in law apartment,35408303,Fabio,Other neighborhoods,Windermere,47.67606576,-122.2768835,Entire home/apt,110.00,3,3,2015-11-08,0.78,1,359,3,
7936712,Stunning Magnuson Park Condo,36652734,Jolanta,Other neighborhoods,View Ridge,47.68417281,-122.2655101,Entire home/apt,120.00,2,11,2015-12-22,2.48,1,344,11,
2642359,"Lg private bed/BA, parking, near UW",13266307,David,Other neighborhoods,View Ridge,47.68508737,-122.2670993,Private room,49.00,1,59,2015-12-30,3.26,1,359,59,
6528342,Group / family home for Christmas,13208087,Bryce,Other neighborhoods,View Ridge,47.67786913,-122.2718302,Entire home/apt,244.00,3,1,2015-08-11,0.2,1,131,1,
9820818,View Ridge Cottage on Burke-Gilman,50586425,Melissa,Other neighborhoods,View Ridge,47.67647014,-122.2681827,Entire home/apt,125.00,2,1,2015-12-20,1,1,73,1,
8754180,Viewridge Home,3526468,Ammen & Stephanie,Other neighborhoods,View Ridge,47.68171495,-122.2760225,Entire home/apt,175.00,3,2,2015-12-29,2,1,76,2,
8904766,"""Sprocket"" room close to Downtown",33923879,Dane & Alanna,Rainier Valley,Dunlap,47.52543166,-122.2782337,Private room,38.00,2,1,2015-12-11,1,4,56,1,
3186785,Bedouin paradise w/ full kitchen,16155674,Shannon & Ben,Rainier Valley,Rainier Beach,47.52129351,-122.2731823,Private room,70.00,1,22,2015-10-19,3.13,3,145,22,
1885801,Feel nature and city convenience,3302799,Janette,Rainier Valley,Dunlap,47.5267396,-122.2747999,Private room,150.00,2,0,,,1,364,0,
8006745,South Seattle Urban Farmhouse-,42273230,Madeleine,Rainier Valley,Seward Park,47.52765189,-122.2659662,Entire home/apt,65.00,7,3,2015-12-26,2.57,1,3,3,
7013085,Uncommon Abode close to downtown,33923879,Dane & Alanna,Rainier Valley,Dunlap,47.52764509,-122.2774024,Entire home/apt,99.00,1,47,2016-01-03,7.5,4,342,47,
6546748,Lake Washington Waterfront Home,29934463,Roger W,Rainier Valley,,47.52456533,-122.2609188,Entire home/apt,295.00,2,7,2015-12-01,0.99,1,345,7,
4526737,Quiet retreat by waterfront park,23315402,Theresa And Joe,Rainier Valley,Dunlap,47.52749354,-122.2609575,Entire home/apt,95.00,2,15,2015-12-07,2.05,1,186,15,
3335,Sweet Seattle Urban Homestead 2 Bdr,4193,Jessica,Rainier Valley,Dunlap,47.52984647,-122.2758395,Entire home/apt,120.00,2,0,,,4,309,0,
4735761,Comfy bunkbed 2 close to lightrail!,14316158,Skyler,Rainier Valley,Dunlap,47.52413533,-122.2759764,Shared room,45.00,1,7,2015-09-27,0.8,2,365,7,
1672979,Comfy Home Near Seward Park Seattle,2537803,Heather,Rainier Valley,Dunlap,47.52751064,-122.2666278,Private room,68.00,2,18,2015-08-17,0.71,1,365,18,
7388899,Warm Urban Charmer--Double Bed Room,24302543,Catherine,Rainier Valley,Rainier Beach,47.51905405,-122.2704178,Private room,55.00,1,14,2015-10-19,2.71,2,331,14,
8052307,420 Cozy couch close to lightrail!,14316158,Skyler,Rainier Valley,,47.52283446,-122.2739922,Shared room,40.00,1,6,2015-12-07,1.38,2,365,6,
9068366,Guest Room,33923879,Dane & Alanna,Rainier Valley,Dunlap,47.52731806,-122.2779091,Private room,36.00,1,0,,,4,46,0,
6117473,Urban TREEHOUSE & Homestead,4193,Jessica,Rainier Valley,Dunlap,47.52975635,-122.2756999,Private room,48.00,2,20,2015-09-28,2.84,4,365,20,
8541389,Funky home in Rainier  Beach,43022479,Leith,Rainier Valley,Dunlap,47.52343729,-122.2757548,Shared room,90.00,1,0,,,1,365,0,
7745016,Single Bdr @Seattle Urban Homestead,4193,Jessica,Rainier Valley,Dunlap,47.53066673,-122.275409,Private room,50.00,2,2,2015-09-30,0.42,4,125,2,
6557297,"Cozy, convenient btw airport & city",16155674,Shannon & Ben,Rainier Valley,Rainier Beach,47.51988612,-122.2740554,Private room,60.00,1,21,2015-10-04,2.85,3,145,21,
1263470,Sweet Seattle Urban Homestead 1 Bdr,4193,Jessica,Rainier Valley,Dunlap,47.53089752,-122.277116,Entire home/apt,100.00,2,6,2015-12-02,1.27,4,187,6,
7415378,Spacious House btw Airport and City,16155674,Shannon & Ben,Rainier Valley,Rainier Beach,47.51981664,-122.2747636,Entire home/apt,200.00,1,1,2015-08-25,0.23,3,165,1,
8849596,"""La Femme"" room close to Downtown",33923879,Dane & Alanna,Rainier Valley,Dunlap,47.52773407,-122.2789029,Private room,42.00,2,0,,,4,58,0,
7902382,The Pink Room by the Lake,26967583,Dario,Rainier Valley,,47.51734068,-122.2613706,Private room,35.00,1,16,2015-12-22,3.5,21,111,16,
4772997,Private lower level of new home,21191577,Alisha,Rainier Valley,Rainier Beach,47.50850258,-122.2609804,Private room,67.00,1,16,2015-10-26,2.14,1,365,16,
4708075,Warm Urban Charmer,24302543,Catherine,Rainier Valley,Rainier Beach,47.51855437,-122.270775,Private room,55.00,1,13,2015-10-12,1.73,2,365,13,
3859882,Spacious room in Lake View home,12516018,Joan And Markos,Rainier Valley,Rainier Beach,47.51893856,-122.2570849,Private room,65.00,4,4,2015-07-01,0.24,2,102,4,
4711069,Craftsman with view of Seattle,10283735,Mayza,Rainier Valley,Rainier Beach,47.51016433,-122.2604426,Entire home/apt,169.00,1,42,2015-12-23,3.38,4,306,42,
